Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Philippines,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         492277.09,,
China,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         435958.59,2.30818e+010,Item
United States,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         403242.57,2.35932e+008,Item
"Korea, Rep.",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         399111.59,,
Singapore,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         231241.09,2.39664e+009,Item
European Union,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         153980.95,,
Malaysia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         135392.16,5.87607e+008,Item
Vietnam,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,         117221.72,,
"Hong Kong, China",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          95294.94,9.05988e+008,Item
Germany,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          72535.63,,
Japan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          71217.41,8.22758e+007,Item
Mexico,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          57134.47,,
India,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          53832.84,4.12927e+008,Item
United Kingdom,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          46636.61,,
Indonesia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          45597.21,,
United Arab Emirates,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          30655.38,,
Thailand,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          29079.95,,
Denmark,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          22227.84,,
France,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          20406.55,,
"Other Asia, nes",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          19106.75,3.28888e+007,Item
Belgium,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          18065.56,,
Italy,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          17817.61,,
Ireland,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          17283.89,,
Netherlands,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          15676.42,,
Hungary,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          15075.59,,
Spain,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          14618.26,,
Switzerland,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          12326.54,,
Costa Rica,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          11683.10,,
Czech Republic,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          11247.70,,
Canada,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,          11104.96,,
Sweden,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           9574.61,,
Israel,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           8665.00,,
Austria,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           8598.56,,
Poland,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           6877.12,,
Finland,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           5906.64,,
"Egypt, Arab Rep.",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           5440.83,,
Turkey,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           5350.39,,
Jamaica,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           4837.53,56303,Item
Australia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           4596.12,1.17897e+006,Item
Romania,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           3310.45,,
Russian Federation,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           2595.33,,
Saudi Arabia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           2488.93,,
Tunisia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           2189.65,,
Qatar,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           2161.49,,
Slovenia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1918.05,,
Norway,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1811.16,148357,Item
Brazil,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1485.94,3.00402e+006,Item
Portugal,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1482.83,,
North Macedonia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1341.13,,
"Serbia, FR(Serbia/Montenegro)",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1289.35,,
Bulgaria,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1139.00,,
Slovak Republic,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1066.83,,
Estonia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,           1045.28,,
Angola,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            895.31,,
New Zealand,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            862.53,2.06586e+006,Item
South Africa,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            717.54,4.08601e+008,Liter
Lithuania,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            686.80,,
Malta,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            556.51,,
Colombia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            542.11,2.28999e+006,Item
Nigeria,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            512.54,,
Belarus,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            470.30,1.34298e+006,Item
Greece,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            454.23,,
Yemen,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            404.91,82360,Item
Peru,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            403.08,37787,Item
Pakistan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            394.30,93204,Item
Kuwait,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            359.72,356,Item
Ethiopia(excludes Eritrea),Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            319.74,,
Ecuador,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            289.36,,
Kazakhstan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            276.03,,
Morocco,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            233.43,,
Cambodia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            227.61,,
Argentina,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            200.71,544429,Item
Sri Lanka,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            196.34,1.08897e+006,Item
Croatia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            177.91,,
Latvia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            172.41,,
Ukraine,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            170.06,,
Guatemala,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            164.26,,
Chile,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            162.33,78708.2,Item
Guyana,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            151.93,9298,Item
El Salvador,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            145.03,,
Bosnia and Herzegovina,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            110.63,,
Mozambique,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,            109.63,,
"Congo, Dem. Rep.",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             75.77,5175,Item
Zimbabwe,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             73.62,748.069,Item
Nicaragua,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             72.72,,
Dominican Republic,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             71.13,1105.17,Kg
Rwanda,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             70.64,,
Namibia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             64.97,,
Nepal,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             64.64,2323,Item
Malawi,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             61.35,1023,Item
Iceland,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             57.94,,
Luxembourg,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             57.90,,
Kenya,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             54.79,12508.3,Item
Bahrain,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             51.06,,
Mauritius,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             49.85,506902,Item
Honduras,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             44.40,,
Cote d'Ivoire,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             44.26,,
Burkina Faso,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             38.55,,
Bolivia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             35.93,553578,Item
Uruguay,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             34.50,29761,Item
Tanzania,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             32.92,8023,Item
Barbados,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             29.25,1426,Item
Botswana,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             29.02,3143,Item
Burundi,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             25.75,,
Zambia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             25.14,,
Cyprus,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             23.22,,
Georgia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             23.20,3504,Item
Myanmar,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             22.99,350,Item
Ghana,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             15.33,,
Azerbaijan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             14.19,6581,Item
Senegal,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             13.68,,
Antigua and Barbuda,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             12.25,,
Lesotho,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             11.45,,
Uzbekistan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             10.72,450899,Item
Cape Verde,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,             10.05,193,Item
French Polynesia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              9.86,,
Mali,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              8.61,,
Eswatini,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              7.27,,
Seychelles,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              6.21,,
Madagascar,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              6.00,44,Item
Grenada,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              5.47,,
St. Vincent and the Grenadines,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              4.74,,
Kyrgyz Republic,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              4.54,1.69299e+006,Item
St. Lucia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              4.44,2.09592,Item
Uganda,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              4.28,2406,Item
Montenegro,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              3.45,,
Brunei,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              3.16,5,Item
Belize,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              3.12,,
Mauritania,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              3.05,,
Occ.Pal.Terr,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              3.04,,
"Congo, Rep.",Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              2.81,,
Moldova,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              2.78,56,Item
Mongolia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              2.64,372,Item
Armenia,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              2.38,139,Item
Tajikistan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              2.00,1,Item
Jordan,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              1.86,,
Paraguay,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              1.80,,
Lebanon,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              1.59,,
Aruba,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              1.41,,
Niger,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              1.13,,
Bermuda,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              0.74,,
Togo,Import,854150,"Electrical apparatus; photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels",2019, World,              0.32,2,Item